http_version,id,layer_type,local_ip,local_port,method,reference,remote_ip,remote_port,req_accept,req_accept_encoding,req_accept_language,req_authorization,req_cache_control,req_cdn_loop,req_cf_connecting_ip,req_cf_ipcountry,req_cf_ray,req_cf_visitor,req_cf_warp_tag_id,req_connection,req_content_length,req_content_type,req_cookie,req_host,req_origin,req_postman_token,req_priority,req_referer,req_sec_ch_ua,req_sec_ch_ua_mobile,req_sec_ch_ua_platform,req_sec_fetch_dest,req_sec_fetch_mode,req_sec_fetch_site,req_user_agent,req_x_forwarded_for,req_x_forwarded_proto,resp_access_control_allow_credentials,resp_access_control_allow_origin,resp_access_control_expose_headers,resp_connection,resp_content_length,resp_content_type,resp_date,resp_server,resp_set_cookie,resp_vary,rule_ids,sql_injection,sql_severity,sql_value,ssrf,ssrf_severity,ssrf_value,status_code,target,targeted_filed,timestamp,txn_id,uri,xss,xss_severity,xss_value
1.1,jfPwzGx9,,127.0.0.1,1234,POST,,127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6bfc0dfe3fd13-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,62,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.43 Safari/525.19",175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:41:49 GMT",nginx/1.26.3,,Origin,,,,,,,,401,,,08/Jun/2025:07:41:49 +0000,174936850933.428302,/api/v1/auths/login,,,
1.1,TTdhgI3d,SINGLE_LAYERED,127.0.0.1,1234,POST,"o3,27o3,3o29,1v14,34t:urlDecodeUnio49,27o49,3o75,1v624,82t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6bfc38c944d7b-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,82,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.43 Safari/525.19",175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:41:50 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,401,sql_injection,,08/Jun/2025:07:41:50 +0000,174936851070.839050,/api/v1/auths/login,False,,
1.1,g1M3T8ef,,127.0.0.1,1234,DELETE,,127.0.0.1,55380,*/*,"gzip, br","en-ID,en;q=0.9,id-ID;q=0.8,id;q=0.7,en-GB;q=0.6,en-US;q=0.5,ms;q=0.4",,,cloudflare; loops=1,140.0.135.218,ID,94c6bfd9a98bfd03-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,,,refresh_token=yZn4t6lcQ_6KU6qHhTJ1bPre80rFDPqWeJtcolah8Tw=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,"u=1, i",https://filkompedia.yogarn.my.id/,"""Google Chrome"";v=""137"", ""Chromium"";v=""137"", ""Not/A)Brand"";v=""24""",?0,"""Windows""",empty,cors,same-site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",140.0.135.218,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,50,application/json,"Sun, 08 Jun 2025 07:41:53 GMT",nginx/1.26.3,,Origin,,,,,,,,401,,,08/Jun/2025:07:41:53 +0000,174936851315.251222,/api/v1/comments/461f92bf-93e3-48c0-83ba-84bebc66fc11,,,
1.1,4qB1dzSM,SINGLE_LAYERED,127.0.0.1,1234,POST,"o61,103v1178,191t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br","en-ID,en;q=0.9,id-ID;q=0.8,id;q=0.7,en-GB;q=0.6,en-US;q=0.5,ms;q=0.4",,,cloudflare; loops=1,140.0.135.218,ID,94c6bfe15b3dfd03-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,191,application/json,token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOiIwYjNiODI4MC1mOWMwLTQ4MzctOTYxYi01NjZhMjBlMDk2OGQiLCJleHAiOjE3NDkzNzM5MTN9.f0orTkYR8rYBo0PRpX3TbzfpIWhlN6LEWZm-LxD7zOE; refresh_token=Gg1dUKJgWkHcqcpnkH5P-vLJdUgovroLm-KrIAaUirY=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,"u=1, i",https://filkompedia.yogarn.my.id/,"""Google Chrome"";v=""137"", ""Chromium"";v=""137"", ""Not/A)Brand"";v=""24""",?0,"""Windows""",empty,cors,same-site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",140.0.135.218,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:41:54 GMT",nginx/1.26.3,,Origin,10002,False,,,False,,,200,xss,,08/Jun/2025:07:41:54 +0000,174936851421.440821,/api/v1/comments,True,2,
1.1,dsGc6DlX,SINGLE_LAYERED,127.0.0.1,1234,POST,"o61,79v1178,167t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br","en-ID,en;q=0.9,id-ID;q=0.8,id;q=0.7,en-GB;q=0.6,en-US;q=0.5,ms;q=0.4",,,cloudflare; loops=1,140.0.135.218,ID,94c6c06e8ecdfd03-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,167,application/json,token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOiIwYjNiODI4MC1mOWMwLTQ4MzctOTYxYi01NjZhMjBlMDk2OGQiLCJleHAiOjE3NDkzNzM5MTN9.f0orTkYR8rYBo0PRpX3TbzfpIWhlN6LEWZm-LxD7zOE; refresh_token=Gg1dUKJgWkHcqcpnkH5P-vLJdUgovroLm-KrIAaUirY=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,"u=1, i",https://filkompedia.yogarn.my.id/,"""Google Chrome"";v=""137"", ""Chromium"";v=""137"", ""Not/A)Brand"";v=""24""",?0,"""Windows""",empty,cors,same-site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",140.0.135.218,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:42:17 GMT",nginx/1.26.3,,Origin,10002,False,,,False,,,200,xss,,08/Jun/2025:07:42:17 +0000,174936853750.930697,/api/v1/comments,True,2,
1.1,gMCNfFyJ,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv469,483",127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c070387f5dd6-HKG,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,483,application/json,,api-filkompedia.yogarn.my.id,,,,,,,,,,,python-requests/2.32.3,175.45.191.19,https,,,,keep-alive,58,application/json,"Sun, 08 Jun 2025 07:42:17 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,404,BENIGN,,08/Jun/2025:07:42:17 +0000,174936853725.053407,/api/v1/payments/webhook,False,,
1.1,GIKkRzNT,SINGLE_LAYERED,127.0.0.1,1234,PUT,"o12,106v1264,145t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br","en-ID,en;q=0.9,id-ID;q=0.8,id;q=0.7,en-GB;q=0.6,en-US;q=0.5,ms;q=0.4",,,cloudflare; loops=1,140.0.135.218,ID,94c6c0fcb903fd03-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,145,application/json,token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOiIwYjNiODI4MC1mOWMwLTQ4MzctOTYxYi01NjZhMjBlMDk2OGQiLCJleHAiOjE3NDkzNzM5MTN9.f0orTkYR8rYBo0PRpX3TbzfpIWhlN6LEWZm-LxD7zOE; refresh_token=Gg1dUKJgWkHcqcpnkH5P-vLJdUgovroLm-KrIAaUirY=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,"u=1, i",https://filkompedia.yogarn.my.id/,"""Google Chrome"";v=""137"", ""Chromium"";v=""137"", ""Not/A)Brand"";v=""24""",?0,"""Windows""",empty,cors,same-site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",140.0.135.218,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:42:40 GMT",nginx/1.26.3,,Origin,10002,False,,,False,,,200,xss,,08/Jun/2025:07:42:40 +0000,174936856089.808676,/api/v1/comments/book/ae9c2fdc-7a4d-4310-b66c-8d3d2bd9625b/comment/23c46acb-ee1e-4fbb-8865-6d779d1ecf80,True,2,
1.1,pWUQWwm9,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv469,483",127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c10fdfadb2df-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,483,application/json,,api-filkompedia.yogarn.my.id,,,,,,,,,,,python-requests/2.32.3,175.45.191.19,https,,,,keep-alive,58,application/json,"Sun, 08 Jun 2025 07:42:43 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,404,BENIGN,,08/Jun/2025:07:42:43 +0000,174936856339.430878,/api/v1/payments/webhook,False,,
1.1,m1lrEUOv,SINGLE_LAYERED,127.0.0.1,1234,POST,"o4,28o4,3o31,1v14,36t:urlDecodeUnio50,28o50,3o77,1v624,84t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c13e092846a9-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,84,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.43 Safari/525.19",175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:42:50 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,401,sql_injection,,08/Jun/2025:07:42:50 +0000,174936857057.656845,/api/v1/auths/login,False,,
1.1,qbGToCk3,SINGLE_LAYERED,127.0.0.1,1234,POST,"o5,29o5,3o33,1v14,38t:urlDecodeUnio51,29o51,3o79,1v624,86t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c140b99efe18-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,86,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.43 Safari/525.19",175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:42:51 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,401,sql_injection,,08/Jun/2025:07:42:51 +0000,174936857139.171672,/api/v1/auths/login,False,,
1.1,V5nu28Np,SINGLE_LAYERED,127.0.0.1,1234,PUT,"o12,93v1264,132t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br","en-ID,en;q=0.9,id-ID;q=0.8,id;q=0.7,en-GB;q=0.6,en-US;q=0.5,ms;q=0.4",,,cloudflare; loops=1,140.0.135.218,ID,94c6c18fece9fd03-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,132,application/json,token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOiIwYjNiODI4MC1mOWMwLTQ4MzctOTYxYi01NjZhMjBlMDk2OGQiLCJleHAiOjE3NDkzNzM5MTN9.f0orTkYR8rYBo0PRpX3TbzfpIWhlN6LEWZm-LxD7zOE; refresh_token=Gg1dUKJgWkHcqcpnkH5P-vLJdUgovroLm-KrIAaUirY=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,"u=1, i",https://filkompedia.yogarn.my.id/,"""Google Chrome"";v=""137"", ""Chromium"";v=""137"", ""Not/A)Brand"";v=""24""",?0,"""Windows""",empty,cors,same-site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",140.0.135.218,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:43:03 GMT",nginx/1.26.3,,Origin,10002,False,,,False,,,200,xss,,08/Jun/2025:07:43:03 +0000,174936858395.403399,/api/v1/comments/book/ae9c2fdc-7a4d-4310-b66c-8d3d2bd9625b/comment/23c46acb-ee1e-4fbb-8865-6d779d1ecf80,True,2,
1.1,frFBlzIW,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv469,483",127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c1ae08a78956-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,483,application/json,,api-filkompedia.yogarn.my.id,,,,,,,,,,,python-requests/2.32.3,175.45.191.19,https,,,,keep-alive,58,application/json,"Sun, 08 Jun 2025 07:43:08 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,404,BENIGN,,08/Jun/2025:07:43:08 +0000,174936858850.959313,/api/v1/payments/webhook,False,,
1.1,03NFVj8J,SINGLE_LAYERED,127.0.0.1,1234,POST,"o76,53v1001,144t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br","en-ID,en;q=0.9,id-ID;q=0.8,id;q=0.7,en-GB;q=0.6,en-US;q=0.5,ms;q=0.4",,,cloudflare; loops=1,140.0.135.218,ID,94c6c229cb68fd03-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,144,application/json,refresh_token=Gg1dUKJgWkHcqcpnkH5P-vLJdUgovroLm-KrIAaUirY=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,"u=1, i",https://filkompedia.yogarn.my.id/,"""Google Chrome"";v=""137"", ""Chromium"";v=""137"", ""Not/A)Brand"";v=""24""",?0,"""Windows""",empty,cors,same-site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",140.0.135.218,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,50,application/json,"Sun, 08 Jun 2025 07:43:28 GMT",nginx/1.26.3,,Origin,10002,False,,,False,,,401,xss,,08/Jun/2025:07:43:28 +0000,17493686088.597921,/api/v1/comments,True,2,
1.1,IMn7YVA1,SINGLE_LAYERED,127.0.0.1,1234,POST,"o76,53v1178,144t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br","en-ID,en;q=0.9,id-ID;q=0.8,id;q=0.7,en-GB;q=0.6,en-US;q=0.5,ms;q=0.4",,,cloudflare; loops=1,140.0.135.218,ID,94c6c22aeba0fd03-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,144,application/json,token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOiIwYjNiODI4MC1mOWMwLTQ4MzctOTYxYi01NjZhMjBlMDk2OGQiLCJleHAiOjE3NDkzNzQwMDh9.fLtqHLh0__BHCGDdYWEFcL0ODJ2Gc2HNAQU9_bCkupM; refresh_token=GMV0HzX7WFgGhjVioRFz66RJ9v1rHb1Lj5gUxsmXDnc=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,"u=1, i",https://filkompedia.yogarn.my.id/,"""Google Chrome"";v=""137"", ""Chromium"";v=""137"", ""Not/A)Brand"";v=""24""",?0,"""Windows""",empty,cors,same-site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",140.0.135.218,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:43:28 GMT",nginx/1.26.3,,Origin,10002,False,,,False,,,200,xss,,08/Jun/2025:07:43:28 +0000,174936860838.119135,/api/v1/comments,True,2,
1.1,Yvva3GPg,SINGLE_LAYERED,127.0.0.1,1234,POST,"o2,26o2,3o27,1v14,32t:urlDecodeUnio48,26o48,3o73,1v624,80t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c2bb2f5af8fc-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,80,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.43 Safari/525.19",175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:43:51 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,401,sql_injection,,08/Jun/2025:07:43:51 +0000,17493686317.801756,/api/v1/auths/login,False,,
1.1,7erre9Nc,SINGLE_LAYERED,127.0.0.1,1234,POST,"o3,32o3,3o34,1v14,39t:urlDecodeUnio49,32o49,3o80,1v624,87t:urlDecodeUni",127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c2bd9db7f8de-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,87,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.43 Safari/525.19",175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:43:52 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,401,sql_injection,,08/Jun/2025:07:43:52 +0000,174936863285.062508,/api/v1/auths/login,False,,
1.1,AirfRxxi,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv469,483",127.0.0.1,55380,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c314ebd23f6b-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,483,application/json,,api-filkompedia.yogarn.my.id,,,,,,,,,,,python-requests/2.32.3,175.45.191.19,https,,,,keep-alive,58,application/json,"Sun, 08 Jun 2025 07:44:05 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,404,BENIGN,,08/Jun/2025:07:44:05 +0000,174936864564.753761,/api/v1/payments/webhook,False,,
1.1,JknqDxrm,,127.0.0.1,1234,GET,,127.0.0.1,55380,*/*,"gzip, br","en-US,en;q=0.5",,,cloudflare; loops=1,175.45.191.19,ID,94c6c3fadf38895f-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,,,refresh_token=PaQH1vjs6XXFFkXrIrLDHt0dgX1RrkDFzPNyTezgilc=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,u=4,https://filkompedia.yogarn.my.id/,,,,empty,cors,same-site,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0,175.45.191.19,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,50,application/json,"Sun, 08 Jun 2025 07:44:42 GMT",nginx/1.26.3,,Origin,,,,,,,,401,,,08/Jun/2025:07:44:42 +0000,174936868276.399177,/api/v1/books/8fd9bbdb-12fa-43c3-83f5-6125ab3fee9b,,,
1.1,gp7nQyCZ,,127.0.0.1,1234,GET,,127.0.0.1,38818,*/*,"gzip, br","en-US,en;q=0.5",,,cloudflare; loops=1,175.45.191.19,ID,94c6c3fadf3b895f-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,,,refresh_token=PaQH1vjs6XXFFkXrIrLDHt0dgX1RrkDFzPNyTezgilc=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,u=4,https://filkompedia.yogarn.my.id/,,,,empty,cors,same-site,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0,175.45.191.19,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,50,application/json,"Sun, 08 Jun 2025 07:44:42 GMT",nginx/1.26.3,,Origin,,,,,,,,401,,,08/Jun/2025:07:44:42 +0000,174936868272.742266,/api/v1/users/me,,,
1.1,bzJnQKPx,SINGLE_LAYERED,127.0.0.1,1234,POST,"o4,33o4,3o36,1v14,41t:urlDecodeUnio50,33o50,3o82,1v624,89t:urlDecodeUni",127.0.0.1,38848,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c43afb0e9d20-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,89,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.43 Safari/525.19",175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:44:53 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,401,sql_injection,,08/Jun/2025:07:44:53 +0000,174936869338.358869,/api/v1/auths/login,False,,
1.1,DDrkGKWH,SINGLE_LAYERED,127.0.0.1,1234,POST,"o5,34o5,3o38,1v14,43t:urlDecodeUnio51,34o51,3o84,1v624,91t:urlDecodeUni",127.0.0.1,38848,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c43edb5e5f9f-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,91,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.43 Safari/525.19",175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:44:53 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,401,sql_injection,,08/Jun/2025:07:44:53 +0000,174936869331.668040,/api/v1/auths/login,False,,
1.1,s5mwzWUK,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv587,541",127.0.0.1,38848,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c45e1b6ddd34-HKG,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,541,application/json,refresh_token=ppJL0lz0UrNThJVhFVAA9pjsZInoiuSC7-ZLpCdmyMg=,api-filkompedia.yogarn.my.id,,36b142cd-d570-4f48-8a9d-eb4a0de370a3,,,,,,,,,PostmanRuntime/7.43.4,175.45.191.19,https,,,,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:44:58 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,200,BENIGN,,08/Jun/2025:07:44:58 +0000,174936869890.875202,/api/v1/payments/webhook,False,,
1.1,UjS4ufEC,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv587,541",127.0.0.1,38844,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c4fedbaadd34-HKG,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,541,application/json,refresh_token=ppJL0lz0UrNThJVhFVAA9pjsZInoiuSC7-ZLpCdmyMg=,api-filkompedia.yogarn.my.id,,4dc9c7c2-0587-45a9-addc-084d52761ad7,,,,,,,,,PostmanRuntime/7.43.4,175.45.191.19,https,,,,keep-alive,58,application/json,"Sun, 08 Jun 2025 07:45:24 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,404,BENIGN,,08/Jun/2025:07:45:24 +0000,17493687244.195529,/api/v1/payments/webhook,False,,
1.1,V8HTUly5,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv587,541",127.0.0.1,38848,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c5880adbdd34-HKG,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,541,application/json,refresh_token=ppJL0lz0UrNThJVhFVAA9pjsZInoiuSC7-ZLpCdmyMg=,api-filkompedia.yogarn.my.id,,dddfc2a6-fa62-487e-ae58-2365d009c3bd,,,,,,,,,PostmanRuntime/7.43.4,175.45.191.19,https,,,,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:45:46 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,200,BENIGN,,08/Jun/2025:07:45:46 +0000,174936874670.242976,/api/v1/payments/webhook,False,,
1.1,kIqAaG5o,SINGLE_LAYERED,127.0.0.1,1234,POST,"o3,27o3,3o29,1v14,34t:urlDecodeUnio49,27o49,3o75,1v624,82t:urlDecodeUni",127.0.0.1,38848,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6c5bbed035f42-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,82,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.43 Safari/525.19",175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:45:54 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,401,sql_injection,,08/Jun/2025:07:45:54 +0000,174936875415.197082,/api/v1/auths/login,False,,
